Area(SQM),Bedroom,Bathroom,Location,Price,Negotiable,Balcony,Electricity,Water,Gas,Landline,Elevator,Security,Built_in_Kitchen,Maids_Room,Private_Garden,Parking,Central(A/C)& heating,Pool,Type,Level,Furnished,Compound,Delivery_Date,Delivery_Term
120,2,2,Nakheel,355000,1,1,1,1,0,1,1,1,0,0,0,0,0,1,Apartment,1,0.0,Nakheel,Ready,Finished
220,2,1,Nakheel,315000,1,1,1,1,0,0,1,1,0,0,0,0,0,1,Duplex,5,0.0,Nakheel,Ready,Finished
135,3,2,Miami,1350000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
145,2,2,Mandara,1500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,
175,3,2,Bolkly,2000000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
135,2,2,Laurent,1750000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
265,3,3,Laurent,2650000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
170,3,3,Sidi Beshr,3500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
129,2,1,Smoha,1800000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
167,3,2,Smoha,1870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
163,3,2,Smoha,3200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,,,,
177,3,2,Smoha,4200000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,4,0.0,,,
203,3,3,Moharam Bik,4872000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,,,,
145,3,2,Roushdy,2610000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,3,0.0,,2025,
133,3,2,Bacchus,930000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
138,2,1,Asafra,500000,0,1,1,1,1,1,0,1,1,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
152,2,2,San Stefano,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,,,,
170,3,2,Roushdy,4675000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,2,0.0,,,
90,2,1,Sidi Beshr,800000,0,1,0,1,1,1,1,1,1,0,0,0,0,0,Apartment,10,1.0,,Ready,Finished
80,2,1,Kafr Abdo,390000,1,1,1,1,1,1,0,1,0,0,0,0,0,0,Apartment,4,,,Ready,Finished
155,3,1,Sidi Beshr,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,,,,
180,4,2,Smoha,1600000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,,0.0,,Ready,Finished
145,2,2,Smoha,2000000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,3,0.0,,Ready,Finished
183,3,2,Laurent,1950000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
200,4,3,Laurent,4250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,0.0,,Ready,Finished
288,3,3,Smoha,5700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
189,3,2,Saba Pasha,3150000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,,Finished
300,3,3,Kafr Abdo,4500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
177,3,3,Moharam Bik,3500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,,,,
180,4,2,Saba Pasha,2200000,0,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,9,0.0,,Ready,Finished
188,2,1,Moharam Bik,5403900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,2025,Finished
95,2,1,Miami,360000,0,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
100,2,1,Victoria,600000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,7,0.0,,,Finished
160,2,1,Nakheel,200000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Apartment,5,0.0,,,Finished
95,2,1,Miami,750000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
95,2,1,Miami,350000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
120,3,1,Nakheel,350000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,6,0.0,,,
90,2,1,Nakheel,265000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,2,0.0,,,
90,2,1,Seyouf,800000,1,1,0,1,1,1,1,0,1,0,0,0,0,0,Apartment,10,1.0,,,Finished
186,3,2,Laurent,5000000,1,1,1,1,1,1,1,1,0,0,0,1,1,0,Apartment,3,0.0,,Ready,Finished
180,3,3,Roushdy,3100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,,,Ready,Finished
120,2,1,Mandara,915000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,,,Finished
165,3,2,Smoha,2500000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
120,2,1,Nakheel,280000,1,1,1,1,1,1,1,1,0,0,1,0,0,0,Apartment,1,0.0,,Ready,Finished
130,2,1,Nakheel,365000,1,1,1,1,0,1,1,1,0,1,1,0,0,1,Apartment,2,0.0,,Ready,Finished
183,3,2,Smoha,2900000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,2,0.0,,Ready,Finished
100,2,1,Sidi Beshr,520000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,6,,,Ready,Finished
108,2,2,Smoha,1537920,0,1,1,1,1,0,1,1,0,0,1,1,1,1,Apartment,4,0.0,Murooj,2025,Finished
240,3,3,Zezenia,3500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
120,3,1,Bolkly,1150000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
256,3,3,Roushdy,3500000,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Not Finished
300,3,3,Smoha,4500000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Duplex,3,0.0,,Ready,Finished
170,3,2,Al Ibrahimiyyah,1600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,,,,Finished
160,3,2,Smoha,2100000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,,,,
133,3,2,Smoha,1330000,0,1,1,1,0,0,0,1,0,0,0,1,0,0,Apartment,4,0.0,,within 6 months,Semi Finished
165,3,2,Laurent,1500000,1,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
120,3,1,Shatby,1900000,1,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
100,3,1,Agami,230000,1,1,1,1,1,0,0,0,1,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
140,3,2,Smoha,2520000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,,2025,Finished
200,3,3,Al Ibrahimiyyah,1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,,,,
155,3,2,Smoha,2100000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
285,4,3,Smoha,3750000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
145,3,2,Moharam Bik,2972500,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,,2025,Finished
145,3,2,Saba Pasha,1550000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,,,,
142,3,3,Glim,1850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,,,,
152,2,2,Laurent,4451000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,3,0.0,,,
200,3,2,Bolkly,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,,,,
220,4,3,Kafr Abdo,2350000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
145,2,2,Smoha,1975000,1,0,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
80,2,1,Bacchus,220000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,4,,,,
365,4,3,Smoha,6000000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Semi Finished
125,3,2,Nakheel,460000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,7,0.0,,,Finished
300,2,3,Nakheel,480000,1,1,1,1,0,0,1,1,0,1,1,0,0,0,Duplex,5,0.0,,,
126,3,2,Stanley,2961000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,2,0.0,,,
280,3,2,Roushdy,6500000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Duplex,8,,,,
115,3,1,Sidi Beshr,1300000,0,0,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,
165,4,2,San Stefano,3700000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,5,0.0,,,
175,3,2,Glim,2200000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,,
155,3,2,Glim,2100000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
168,3,2,Moharam Bik,3360000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,,2025,Finished
250,4,2,Moharam Bik,4941200,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,6,0.0,,2025,Finished
126,3,2,Kafr Abdo,2900000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,4,0.0,,,
177,3,3,Moharam Bik,4200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,,
170,3,2,Smoha,2718750,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
150,3,2,Moharam Bik,3105000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,4,0.0,,2025,Finished
106,2,2,Laurent,2600000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,2,0.0,,,Core & Shell
170,3,1,Miami,1200000,0,1,1,1,1,1,1,1,0,1,0,1,0,0,Apartment,6,0.0,,Ready,Finished
205,3,3,Sporting,3200000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,9,0.0,,Ready,Finished
172,3,3,Azarita,3200000,0,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,1,0.0,,Ready,Finished
260,2,3,Gianaclis,4000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,0.0,,Ready,Finished
65,3,1,Moharam Bik,250000,1,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
143,2,2,Moharam Bik,3500000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,,,,Not Finished
223,3,3,Smoha,4000000,0,1,1,1,1,0,1,1,0,0,0,0,1,0,Apartment,9,0.0,,Ready,Finished
300,3,3,Sidi Gaber,4800000,1,1,1,1,1,1,1,1,1,1,0,1,1,0,Apartment,4,0.0,,Ready,Finished
215,3,3,Roushdy,3700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,,Finished
300,5,4,Sporting,9600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,0.0,,,Finished
152,3,2,Smoha,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
155,3,1,Smoha,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
81,2,1,Abu Talat,340000,1,1,1,1,0,0,1,1,0,0,0,0,0,1,Apartment,8,1.0,,Ready,Finished
105,3,1,Al Ibrahimiyyah,1000000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
85,2,1,Nakheel,275000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,Nakheel,Ready,Finished
170,2,1,Nakheel,260000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Duplex,5,0.0,Nakheel,Ready,Finished
90,2,1,Nakheel,280000,1,1,1,0,0,1,1,1,0,0,0,0,0,0,Apartment,4,0.0,Nakheel,Ready,Finished
140,3,2,Nakheel,520000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,1,0.0,,,Finished
100,2,1,Nakheel,240000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,10,0.0,,,Finished
90,2,1,Nakheel,220000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,2,0.0,,,Finished
110,2,1,Nakheel,340000,0,1,1,1,0,1,1,1,0,1,1,1,0,1,Apartment,7,,,Ready,Finished
140,2,1,Nakheel,280000,1,1,1,1,0,1,0,1,0,1,1,0,0,0,Apartment,,0.0,,,Finished
120,3,1,Nakheel,340000,1,1,0,1,0,1,1,1,0,0,1,0,0,1,Apartment,1,0.0,,Ready,Finished
110,2,1,Nakheel,360000,1,1,1,1,0,1,1,1,1,1,1,0,0,1,Apartment,2,,,Ready,Finished
115,2,1,Nakheel,320000,1,1,1,1,0,1,1,1,0,1,1,0,0,0,Apartment,4,0.0,,,Finished
120,2,1,Nakheel,230000,1,1,1,1,0,0,0,1,0,1,1,0,0,0,Apartment,,0.0,,,Finished
125,3,2,Nakheel,680000,1,1,1,1,0,1,1,1,0,1,0,0,0,1,Apartment,3,0.0,,,Finished
120,3,1,Nakheel,275000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,6,0.0,,,
75,2,1,Abu Qir,530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,,,,
130,3,1,Sidi Beshr,750000,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
280,3,3,Saba Pasha,2800000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10+,0.0,,Ready,Finished
130,3,2,Nakheel,690000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,3,0.0,Nakheel,Ready,Finished
110,2,1,Nakheel,290000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,,0.0,,Ready,Finished
233,2,2,San Stefano,6321200,0,1,0,0,0,0,0,1,1,1,1,1,1,0,Duplex,2,0.0,,,Core & Shell
120,2,1,Miami,800000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
138,2,1,Mandara,500000,0,1,1,1,1,1,0,0,1,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
110,2,2,Maamoura,1100000,1,1,1,1,0,0,1,0,0,0,0,0,0,0,Apartment,2,1.0,,Ready,Finished
140,3,2,Agami,850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
120,3,1,Agami,370000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,,,Ready,Not Finished
140,3,1,Sporting,1600000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Finished
155,3,1,Miami,1450000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
120,3,1,Agami,320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,0.0,,Ready,Not Finished
90,2,1,Nakheel,230000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,5,0.0,,,Finished
140,2,2,Agami,550000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,,,,
100,3,1,Sidi Beshr,850000,1,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,10+,1.0,,Ready,
236,3,3,Al Hadrah,4200000,1,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,6,0.0,,,Finished
150,3,2,Agami,600000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,0.0,,soon,Finished
160,3,1,Agami,500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Semi Finished
108,2,1,Maamoura,2500000,0,0,1,1,1,1,0,0,1,0,1,0,0,0,Apartment,,,,,Finished
110,3,1,Agami,625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,,,Ready,
80,2,1,Agami,350000,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Apartment,,,,Ready,
80,2,1,Agami,250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,,,,Ready,Finished
100,2,2,Agami,575000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Apartment,1,,,Ready,
120,2,1,Agami,600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,,,,
640,5,4,Manshiyya,5250000,1,0,1,1,1,0,1,1,0,0,0,0,0,0,Duplex,10+,,,Ready,
125,2,1,Sidi Beshr,750000,0,0,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,5,0.0,,,Finished
130,3,2,Agami,750000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,,,Ready,
120,2,1,Nakheel,270000,1,1,1,1,0,1,1,1,1,1,1,1,1,1,Apartment,1,0.0,,Ready,Finished
120,2,1,Nakheel,285000,1,1,1,1,0,1,1,1,0,1,0,1,0,1,Apartment,1,0.0,,,Finished
165,3,2,Smoha,2800000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
120,2,1,Sidi Beshr,975000,0,1,0,0,0,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
200,2,2,Mandara,2000000,1,1,1,0,0,1,1,0,1,0,0,0,1,0,Apartment,10,,,Ready,Finished
242,4,4,Moharam Bik,6862100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Duplex,1,,,,
145,3,2,Kafr Abdo,1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10,,,,
175,3,2,Smoha,2500000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10+,0.0,,,Finished
125,3,1,Sidi Beshr,530000,1,1,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
101,2,1,Sidi Beshr,1600000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
110,2,1,Schutz,500000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,,,Finished
142,3,3,Smoha,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,,,,
100,2,1,Nakheel,235000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,3,,Nakheel,Ready,Finished
77,2,1,Sporting,1100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,1.0,,,
150,4,2,Laurent,2850000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,,,,
165,2,2,Moharam Bik,3656175,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Apartment,3,0.0,,2025,Finished
180,3,3,Moharam Bik,4200000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Apartment,3,0.0,,2025,
189,3,3,Smoha,5651000,0,1,1,1,1,1,1,1,1,1,1,1,1,1,Apartment,5,,,2025,
170,3,2,Bolkly,1850000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,10+,,,Ready,Finished
130,2,2,Nakheel,410000,1,1,1,1,0,1,1,1,1,1,0,0,0,0,Apartment,1,1.0,,,Finished
90,2,1,Nakheel,230000,1,1,1,1,0,0,1,1,0,1,0,0,0,0,Apartment,4,0.0,,,Finished
100,2,1,Smoha,550000,0,1,1,0,0,0,1,1,0,0,0,0,0,0,Apartment,,,,Ready,Not Finished
150,3,2,Smoha,400000,1,0,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,6,0.0,,soon,
260,3,2,Mandara,1100000,0,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,,0.0,,Ready,Finished
185,3,2,Glim,3000000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10,,,Ready,Finished
100,2,1,Miami,1250000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
125,3,1,Nakheel,360000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,4,0.0,,,Finished
70,2,1,Sidi Beshr,380000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,,
135,2,1,Sporting,2250000,0,1,1,1,1,1,1,0,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,Finished
260,4,1,Sporting,1600000,0,1,1,1,1,0,0,0,0,0,0,0,0,0,Apartment,,0.0,,Ready,Semi Finished
138,2,1,Glim,3984000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,3,,,,
210,2,2,Roushdy,5994000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,4,,,,Not Finished
70,2,1,Abu Talat,225000,0,1,1,1,0,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
232,3,2,Laurent,6776000,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,4,0.0,,,
207,3,2,Smoha,2500000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
156,3,2,Smoha,1600000,1,0,1,1,1,1,1,1,0,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
125,2,1,Gianaclis,1080000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,1,0.0,,Ready,Finished
165,3,2,Smoha,4411000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,,,
275,3,2,Laurent,3500000,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Apartment,5,0.0,,Ready,Finished
145,3,1,Raml Station,1900000,0,1,1,1,1,0,1,1,1,0,0,0,0,0,Apartment,10,0.0,,Ready,Finished
130,3,1,Nakheel,520000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,1,0.0,Nakheel,Ready,Finished
85,2,1,Sidi Beshr,560000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,7,0.0,,Ready,Finished
236,3,4,Smoha,4250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,9,0.0,,,Finished
93,2,1,Sidi Beshr,540000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,8,0.0,,,Finished
186,4,2,Smoha,4092000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,3,0.0,,2025,Finished
120,2,1,Fleming,1300000,0,0,1,1,1,1,0,0,0,0,0,0,0,0,Apartment,1,0.0,,,Finished
180,3,2,Saba Pasha,3420000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,,2024,Finished
105,2,1,Nakheel,250000,1,1,1,1,0,1,1,1,0,1,0,0,0,0,Apartment,2,0.0,,,Finished
90,2,1,Sidi Beshr,1150000,0,0,1,1,1,1,1,1,1,0,0,0,0,0,Apartment,,0.0,,Ready,Finished
200,3,2,Moharam Bik,3200000,1,1,1,1,1,0,0,1,0,0,0,1,0,0,Apartment,5,0.0,,Ready,
184,4,2,Moharam Bik,4349682,0,1,1,1,1,0,1,1,0,0,0,1,0,0,Apartment,4,0.0,,2025,Finished
130,2,1,Montazah,999999,1,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,1,1.0,,Ready,Finished
108,2,1,Montazah,1700000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,,Ready,Finished
176,3,3,Smoha,2860000,0,1,1,1,1,1,1,1,0,0,1,1,0,0,Apartment,9,1.0,Murooj,,Finished
230,3,2,Sidi Beshr,1800000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Duplex,7,0.0,,Ready,Finished
135,3,1,Glim,1600000,1,1,1,1,1,0,1,1,1,0,0,0,1,0,Apartment,10,0.0,,Ready,Finished
85,2,1,Borg al-Arab,360000,1,1,0,0,0,0,1,1,0,0,1,1,0,0,Apartment,2,,,Ready,Finished
125,3,2,Gianaclis,1350000,0,1,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,7,0.0,,within 6 months,Finished
135,3,1,Sidi Beshr,1200000,1,1,1,1,1,1,1,1,1,0,0,1,0,0,Apartment,4,0.0,,Ready,Finished
163,3,2,Smoha,3340000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,4,0.0,,2025,Finished
201,3,2,Smoha,6010000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,,2026,Finished
80,2,1,Sidi Beshr,780000,0,1,0,0,0,0,1,1,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
145,3,2,Laurent,1930000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,8,0.0,,Ready,Finished
161,3,2,Smoha,2760000,0,1,1,1,1,1,1,1,0,0,1,1,0,0,Apartment,9,0.0,Murooj,,Finished
190,3,3,Smoha,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,8,,,,
175,2,2,Sporting,2600000,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,10+,0.0,,,Finished
90,2,1,Fleming,450000,1,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
85,2,1,Sidi Beshr,750000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,9,1.0,,Ready,Finished
145,3,1,Smoha,1450000,0,1,1,1,1,1,1,1,0,0,0,1,0,0,Apartment,10+,0.0,,,Semi Finished
190,3,3,Smoha,2964000,0,1,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,3,0.0,,2023,Finished
90,2,1,Nakheel,250000,1,1,1,1,0,1,1,1,0,0,0,0,0,1,Apartment,1,0.0,Nakheel,Ready,Finished
100,3,1,Laurent,1250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,6,,,,
180,3,2,Manshiyya,2500000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,2,0.0,,Ready,Finished
90,2,1,Nakheel,250000,1,1,1,1,0,1,1,1,1,1,0,0,0,0,Apartment,2,1.0,,,Finished
85,2,1,Miami,600000,0,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,10+,,,Ready,Finished
130,3,1,Miami,850000,0,0,1,1,1,0,1,1,0,0,0,0,0,0,Apartment,10+,0.0,,Ready,
200,3,2,Roushdy,2750000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,7,,,Ready,Finished
225,3,2,Smoha,4250000,0,0,1,1,1,0,1,0,0,0,0,0,0,0,Apartment,6,0.0,,Ready,Finished
90,2,1,Nakheel,260000,1,1,1,1,0,1,1,1,0,0,0,0,0,0,Apartment,1,1.0,Nakheel,Ready,Finished
110,3,1,Nakheel,285000,1,1,1,1,0,0,1,1,0,0,0,0,0,1,Apartment,3,0.0,Nakheel,Ready,Finished
200,3,2,Smoha,3000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Apartment,2,0.0,,,Finished
